Letter_ID,Issue Name,Category,Severity,Frequency,Sentiment,Letter Text,Document Style
337,Automation and Job Loss,Automation and Job Loss,Medium,Occasional,Neutral,"Dear Council,

I am writing to express my concerns regarding Automation and Job Loss. Over the past months, the situation has worsened significantly, affecting the well-being of our community. Immediate action is required to address this pressing issue.

Thank you for your attention.

Sincerely,
A Concerned Citizen",Multi-Document
338,Automation and Job Loss,Automation and Job Loss,High,Frequent,Negative,"Dear Council,

I am writing to express my concerns regarding Automation and Job Loss. Over the past months, the situation has worsened significantly, affecting the well-being of our community. Immediate action is required to address this pressing issue.

Thank you for your attention.

Sincerely,
A Concerned Citizen",Single Document
339,Automation and Job Loss,Automation and Job Loss,Critical,Very Frequent,Positive,"Dear Council,

I am writing to express my concerns regarding Automation and Job Loss. Over the past months, the situation has worsened significantly, affecting the well-being of our community. Immediate action is required to address this pressing issue.

Thank you for your attention.

Sincerely,
A Concerned Citizen",Multi-Document
340,Automation and Job Loss,Automation and Job Loss,Low,Rare,Neutral,"Dear Council,

I am writing to express my concerns regarding Automation and Job Loss. Over the past months, the situation has worsened significantly, affecting the well-being of our community. Immediate action is required to address this pressing issue.

Thank you for your attention.

Sincerely,
A Concerned Citizen",Single Document
341,Unpaid Internships,Unpaid Internships,Low,Rare,Positive,"Dear Council,

I am writing to express my concerns regarding Unpaid Internships. Over the past months, the situation has worsened significantly, affecting the well-being of our community. Immediate action is required to address this pressing issue.

Thank you for your attention.

Sincerely,
A Concerned Citizen",Single Document
342,Unpaid Internships,Unpaid Internships,Medium,Occasional,Neutral,"Dear Council,

I am writing to express my concerns regarding Unpaid Internships. Over the past months, the situation has worsened significantly, affecting the well-being of our community. Immediate action is required to address this pressing issue.

Thank you for your attention.

Sincerely,
A Concerned Citizen",Multi-Document
343,Unpaid Internships,Unpaid Internships,High,Frequent,Negative,"Dear Council,

I am writing to express my concerns regarding Unpaid Internships. Over the past months, the situation has worsened significantly, affecting the well-being of our community. Immediate action is required to address this pressing issue.

Thank you for your attention.

Sincerely,
A Concerned Citizen",Single Document
344,Unpaid Internships,Unpaid Internships,Critical,Very Frequent,Positive,"Dear Council,

I am writing to express my concerns regarding Unpaid Internships. Over the past months, the situation has worsened significantly, affecting the well-being of our community. Immediate action is required to address this pressing issue.

Thank you for your attention.

Sincerely,
A Concerned Citizen",Multi-Document
345,Unpaid Internships,Unpaid Internships,Low,Rare,Neutral,"Dear Council,

I am writing to express my concerns regarding Unpaid Internships. Over the past months, the situation has worsened significantly, affecting the well-being of our community. Immediate action is required to address this pressing issue.

Thank you for your attention.

Sincerely,
A Concerned Citizen",Single Document
346,Obesity Epidemic,Obesity Epidemic,Low,Rare,Positive,"Dear Council,

I am writing to express my concerns regarding Obesity Epidemic. Over the past months, the situation has worsened significantly, affecting the well-being of our community. Immediate action is required to address this pressing issue.

Thank you for your attention.

Sincerely,
A Concerned Citizen",Single Document
347,Obesity Epidemic,Obesity Epidemic,Medium,Occasional,Neutral,"Dear Council,

I am writing to express my concerns regarding Obesity Epidemic. Over the past months, the situation has worsened significantly, affecting the well-being of our community. Immediate action is required to address this pressing issue.

Thank you for your attention.

Sincerely,
A Concerned Citizen",Multi-Document
348,Obesity Epidemic,Obesity Epidemic,High,Frequent,Negative,"Dear Council,

I am writing to express my concerns regarding Obesity Epidemic. Over the past months, the situation has worsened significantly, affecting the well-being of our community. Immediate action is required to address this pressing issue.

Thank you for your attention.

Sincerely,
A Concerned Citizen",Single Document
349,Obesity Epidemic,Obesity Epidemic,Critical,Very Frequent,Positive,"Dear Council,

I am writing to express my concerns regarding Obesity Epidemic. Over the past months, the situation has worsened significantly, affecting the well-being of our community. Immediate action is required to address this pressing issue.

Thank you for your attention.

Sincerely,
A Concerned Citizen",Multi-Document
350,Obesity Epidemic,Obesity Epidemic,Low,Rare,Neutral,"Dear Council,

I am writing to express my concerns regarding Obesity Epidemic. Over the past months, the situation has worsened significantly, affecting the well-being of our community. Immediate action is required to address this pressing issue.

Thank you for your attention.

Sincerely,
A Concerned Citizen",Single Document
351,Dental Care Access,Dental Care Access,Low,Rare,Positive,"Dear Council,

I am writing to express my concerns regarding Dental Care Access. Over the past months, the situation has worsened significantly, affecting the well-being of our community. Immediate action is required to address this pressing issue.

Thank you for your attention.

Sincerely,
A Concerned Citizen",Single Document
